side,entry_time,exit_time,entry_price,exit_price,pnl_pips,exit_reason,session,month
buy,2025-01-06 08:24:40+00:00,2025-01-06 08:55:30+00:00,157.749,157.649,-9.999999999999432,sl,W1,2025-01
buy,2025-01-06 09:07:40+00:00,2025-01-06 10:26:00+00:00,157.677,157.797,12.000000000000455,tp,W1,2025-01
buy,2025-01-06 10:26:20+00:00,2025-01-06 11:14:20+00:00,157.84099999999998,157.74099999999999,-9.999999999999432,sl,W1,2025-01
buy,2025-01-07 10:13:20+00:00,2025-01-07 10:45:50+00:00,157.64499999999998,157.765,12.000000000000455,tp,W1,2025-01
buy,2025-01-07 10:58:20+00:00,2025-01-07 11:53:30+00:00,157.74599999999998,157.646,-9.999999999999432,sl,W1,2025-01
buy,2025-01-08 08:28:00+00:00,2025-01-08 09:05:00+00:00,158.206,158.106,-9.999999999999432,sl,W1,2025-01
buy,2025-01-08 09:24:10+00:00,2025-01-08 10:30:10+00:00,158.13,158.25,12.000000000000455,tp,W1,2025-01
buy,2025-01-08 10:30:20+00:00,2025-01-08 11:21:50+00:00,158.26399999999998,158.384,12.000000000000455,tp,W1,2025-01
buy,2025-01-09 09:43:10+00:00,2025-01-09 10:21:30+00:00,158.09199999999998,157.992,-9.999999999999432,sl,W1,2025-01
buy,2025-01-09 10:44:20+00:00,2025-01-09 10:56:50+00:00,158.07999999999998,157.98,-9.999999999999432,sl,W1,2025-01
buy,2025-01-10 08:48:10+00:00,2025-01-10 08:51:40+00:00,157.944,157.844,-9.999999999999432,sl,W1,2025-01
buy,2025-01-20 09:03:10+00:00,2025-01-20 09:34:00+00:00,156.206,156.326,12.000000000000455,tp,W1,2025-01
buy,2025-01-20 09:34:10+00:00,2025-01-20 10:12:10+00:00,156.338,156.238,-9.999999999999432,sl,W1,2025-01
buy,2025-01-20 10:26:10+00:00,2025-01-20 13:30:00+00:00,156.375,156.275,-9.999999999999432,sl,W1,2025-01
buy,2025-01-22 08:01:10+00:00,2025-01-22 08:06:00+00:00,156.10899999999998,156.009,-9.999999999999432,sl,W1,2025-01
buy,2025-01-22 08:43:50+00:00,2025-01-22 09:03:00+00:00,155.649,155.769,12.000000000000455,tp,W1,2025-01
buy,2025-01-23 08:29:40+00:00,2025-01-23 08:51:30+00:00,156.557,156.457,-9.999999999999432,sl,W1,2025-01
buy,2025-01-23 09:18:30+00:00,2025-01-23 09:54:30+00:00,156.48999999999998,156.39,-9.999999999999432,sl,W1,2025-01
buy,2025-01-28 08:23:20+00:00,2025-01-28 08:27:00+00:00,155.727,155.627,-9.999999999999432,sl,W1,2025-01
buy,2025-01-28 08:33:10+00:00,2025-01-28 08:34:50+00:00,155.743,155.643,-9.999999999999432,sl,W1,2025-01
buy,2025-02-03 08:19:10+00:00,2025-02-03 08:22:50+00:00,155.67399999999998,155.57399999999998,-9.999999999999432,sl,W1,2025-02
buy,2025-02-03 09:30:10+00:00,2025-02-03 09:33:20+00:00,155.295,155.195,-9.999999999999432,sl,W1,2025-02
buy,2025-02-04 08:02:00+00:00,2025-02-04 08:29:30+00:00,155.44799999999998,155.34799999999998,-9.999999999999432,sl,W1,2025-02
buy,2025-02-04 08:42:40+00:00,2025-02-04 08:47:50+00:00,155.268,155.168,-9.999999999999432,sl,W1,2025-02
buy,2025-02-10 08:12:10+00:00,2025-02-10 08:22:20+00:00,152.284,152.404,12.000000000000455,tp,W1,2025-02
buy,2025-02-10 08:22:30+00:00,2025-02-10 08:33:40+00:00,152.404,152.524,12.000000000000455,tp,W1,2025-02
buy,2025-02-10 08:33:50+00:00,2025-02-10 08:37:20+00:00,152.53799999999998,152.438,-9.999999999999432,sl,W1,2025-02
buy,2025-02-10 09:12:10+00:00,2025-02-10 09:46:20+00:00,152.313,152.213,-9.999999999999432,sl,W1,2025-02
buy,2025-02-12 08:00:40+00:00,2025-02-12 08:10:10+00:00,153.771,153.671,-9.999999999999432,sl,W1,2025-02
buy,2025-02-12 08:59:10+00:00,2025-02-12 09:07:10+00:00,153.57,153.47,-9.999999999999432,sl,W1,2025-02
buy,2025-02-13 08:03:40+00:00,2025-02-13 08:16:10+00:00,154.34199999999998,154.242,-9.999999999999432,sl,W1,2025-02
buy,2025-02-13 08:51:10+00:00,2025-02-13 08:54:30+00:00,154.14999999999998,154.04999999999998,-9.999999999999432,sl,W1,2025-02
buy,2025-02-18 08:29:30+00:00,2025-02-18 08:36:30+00:00,151.993,151.893,-9.999999999999432,sl,W1,2025-02
buy,2025-02-18 08:47:10+00:00,2025-02-18 10:04:00+00:00,151.886,151.786,-9.999999999999432,sl,W1,2025-02
buy,2025-02-27 10:11:20+00:00,2025-02-27 11:11:20+00:00,149.89,149.79,-9.999999999999432,sl,W1,2025-02
buy,2025-02-28 08:16:10+00:00,2025-02-28 08:26:00+00:00,150.39,150.51,12.000000000000455,tp,W1,2025-02
buy,2025-02-28 08:26:10+00:00,2025-02-28 08:31:10+00:00,150.507,150.627,12.000000000000455,tp,W1,2025-02
buy,2025-02-28 08:31:20+00:00,2025-02-28 08:41:50+00:00,150.65099999999998,150.551,-9.999999999999432,sl,W1,2025-02
buy,2025-02-28 08:46:10+00:00,2025-02-28 08:50:50+00:00,150.65099999999998,150.551,-9.999999999999432,sl,W1,2025-02
buy,2025-03-03 08:07:50+00:00,2025-03-03 08:22:50+00:00,150.17499999999998,150.075,-9.999999999999432,sl,W1,2025-03
buy,2025-03-03 08:29:10+00:00,2025-03-03 09:06:10+00:00,150.113,150.013,-9.999999999999432,sl,W1,2025-03
